Name,Question,Institution,gender,Confidence,Medianconf,Vote,Median,Comment,Topic,Qtext
Nicola Fuchs-Schündeln,25,Goethe-Universität Frankfurt,f,8,8,Agree,Agree,,ECB Appointments,Question A: Selecting candidates for membership of the ECB Executive Board based primarily on nationality ahead of competence is likely to have a negative effect on the quality of monetary policy in the Eurozone.
Jordi Galí,25,Universitat Pompeu Fabra,m,9,8,Strongly Agree,Agree,It is a self-evident proposition. Nationality seems as good a criterion as weight for the issue at hand.,ECB Appointments,Question A: Selecting candidates for membership of the ECB Executive Board based primarily on nationality ahead of competence is likely to have a negative effect on the quality of monetary policy in the Eurozone.
Paul De Grauwe,25,LSE,m,NA,8,Did Not Answer,Agree,,ECB Appointments,Question A: Selecting candidates for membership of the ECB Executive Board based primarily on nationality ahead of competence is likely to have a negative effect on the quality of monetary policy in the Eurozone.
Luigi Guiso,25,Einaudi Institute for Economics and Finance,m,10,8,Strongly Agree,Agree,,ECB Appointments,Question A: Selecting candidates for membership of the ECB Executive Board based primarily on nationality ahead of competence is likely to have a negative effect on the quality of monetary policy in the Eurozone.
Nicholas Bloom,25,Stanford,m,10,8,Strongly Agree,Agree,Barcelona does not pick its team based on being born in Barcelona - if it did it would not win anything. The ECB should also pick the best.,ECB Appointments,Question A: Selecting candidates for membership of the ECB Executive Board based primarily on nationality ahead of competence is likely to have a negative effect on the quality of monetary policy in the Eurozone.
Ernst Fehr,25,Universität Zurich,m,7,8,Agree,Agree,,ECB Appointments,Question A: Selecting candidates for membership of the ECB Executive Board based primarily on nationality ahead of competence is likely to have a negative effect on the quality of monetary policy in the Eurozone.
Botond Kőszegi,25,Central European University,m,NA,8,No Opinion,Agree,,ECB Appointments,Question A: Selecting candidates for membership of the ECB Executive Board based primarily on nationality ahead of competence is likely to have a negative effect on the quality of monetary policy in the Eurozone.
Veronica Guerrieri,25,Chicago Booth,f,7,8,Agree,Agree,,ECB Appointments,Question A: Selecting candidates for membership of the ECB Executive Board based primarily on nationality ahead of competence is likely to have a negative effect on the quality of monetary policy in the Eurozone.
Jan Eeckhout,25,University College London,m,9,8,Agree,Agree,,ECB Appointments,Question A: Selecting candidates for membership of the ECB Executive Board based primarily on nationality ahead of competence is likely to have a negative effect on the quality of monetary policy in the Eurozone.
Lubos Pastor,25,Chicago Booth,m,9,8,Uncertain,Agree,"Ignoring nationality could undermine ECB’s democratic legitimacy in voters’ eyes, which could eventually jeopardize ECB’s independence.",ECB Appointments,Question A: Selecting candidates for membership of the ECB Executive Board based primarily on nationality ahead of competence is likely to have a negative effect on the quality of monetary policy in the Eurozone.
John Van Reenen,25,MIT,m,8,8,Agree,Agree,"See family firms work: choosing leaders based on connections rather than talent generally leads to disaster
-see background information here",ECB Appointments,Question A: Selecting candidates for membership of the ECB Executive Board based primarily on nationality ahead of competence is likely to have a negative effect on the quality of monetary policy in the Eurozone.
Olivier Blanchard,25,Peterson Institute,m,9,8,Agree,Agree,,ECB Appointments,Question A: Selecting candidates for membership of the ECB Executive Board based primarily on nationality ahead of competence is likely to have a negative effect on the quality of monetary policy in the Eurozone.
Beatrice Weder di Mauro,25,Gutenberg University Mainz and INSEAD,f,NA,8,Did Not Answer,Agree,,ECB Appointments,Question A: Selecting candidates for membership of the ECB Executive Board based primarily on nationality ahead of competence is likely to have a negative effect on the quality of monetary policy in the Eurozone.
Thierry Mayer,25,Sciences-Po,m,NA,8,Did Not Answer,Agree,,ECB Appointments,Question A: Selecting candidates for membership of the ECB Executive Board based primarily on nationality ahead of competence is likely to have a negative effect on the quality of monetary policy in the Eurozone.
Francesco Giavazzi,25,Bocconi,m,10,8,Strongly Agree,Agree,,ECB Appointments,Question A: Selecting candidates for membership of the ECB Executive Board based primarily on nationality ahead of competence is likely to have a negative effect on the quality of monetary policy in the Eurozone.
Costas Meghir,25,Yale,m,NA,8,Did Not Answer,Agree,,ECB Appointments,Question A: Selecting candidates for membership of the ECB Executive Board based primarily on nationality ahead of competence is likely to have a negative effect on the quality of monetary policy in the Eurozone.
Peter Neary,25,Oxford,m,7,8,Agree,Agree,"""Competence"" should be interpreted broadly: commanding academic respect but also with personal, political and administrative skills",ECB Appointments,Question A: Selecting candidates for membership of the ECB Executive Board based primarily on nationality ahead of competence is likely to have a negative effect on the quality of monetary policy in the Eurozone.
Christopher Pissarides,25,LSE,m,10,8,Strongly Agree,Agree,Using nationality as a selection criterion is silly. Competence in monetary policy has nothing to do with nationality,ECB Appointments,Question A: Selecting candidates for membership of the ECB Executive Board based primarily on nationality ahead of competence is likely to have a negative effect on the quality of monetary policy in the Eurozone.
Canice Prendergast,25,Chicago Booth,m,9,8,Agree,Agree,,ECB Appointments,Question A: Selecting candidates for membership of the ECB Executive Board based primarily on nationality ahead of competence is likely to have a negative effect on the quality of monetary policy in the Eurozone.
Richard William Blundell,25,University College London,m,NA,8,Did Not Answer,Agree,,ECB Appointments,Question A: Selecting candidates for membership of the ECB Executive Board based primarily on nationality ahead of competence is likely to have a negative effect on the quality of monetary policy in the Eurozone.
Marco Pagano,88,Università di Napoli Federico II,m,9,7,Strongly Disagree,Agree,"This is likely to unsettle investor confidence in Italian public debt & reactivate the bank-sovereign doom loop, with knock-on EU effects.",Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Nicholas Bloom,88,Stanford,m,NA,7,Did Not Answer,Agree,,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Martin Hellwig,24,Max Planck Institute for Research on Collective Goods,m,NA,7,Did Not Answer,Agree,,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Philippe Aghion,39,Harvard,m,5,7,Uncertain,Agree,,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Pol Antras,88,Harvard,m,5,7,Agree,Agree,It would probably improve financial stability. A different matter is whether that should be the only principle guiding tax policy.,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Kevin O'Rourke,88,Oxford,m,NA,7,No Opinion,Agree,,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Lucrezia Reichlin,88,London Business School,f,10,7,Agree,Agree,,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Agnès Bénassy-Quéré,88,Paris School of Economics,f,7,7,Agree,Agree,"Some public recapitalization is actually needed, although maybe as much as 2.5% of GDP, and not outside EU rules.",Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Richard William Blundell,88,University College London,m,5,7,Uncertain,Agree,I mildly agree with the statement but have insufficient knowledge of the current system to make a strong statement.,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Canice Prendergast,88,Chicago Booth,m,5,7,Agree,Agree,,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Christian Leuz,88,Chicago Booth,m,7,7,Uncertain,Agree,"Helps in short-run but not clear in long-run w/o other reforms, as issue is also profitability & bank density; can increase sovereign risks",Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Elena Carletti,88,Bocconi,f,9,7,Uncertain,Agree,The effect of injecting public funds into the Italian banking system depends a lot on how this is done and on the investors' reactions.,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Veronica Guerrieri,88,Chicago Booth,f,9,7,Agree,Agree,,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Henrik Kleven,82,Princeton,m,5,7,Uncertain,Agree,,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Luigi Guiso,88,Einaudi Institute for Economics and Finance,m,6,7,Agree,Agree,"government debt is substantial, but increasing it by a few percentage points is less risk strategy than leaving banks under capitalized",Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Hélène Rey,88,London Business School,f,7,7,Agree,Agree,"NPLs are an important factor behind lack of growth, in turn an important factor behind financial instability.Issue is effect on gvt debt.",Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Rafael Repullo,88,CEMFI,m,7,7,Disagree,Agree,Setting EU rules aside to facilitate a bailout is likely to worsen long-term financial stability in Europe.,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Torsten Persson,88,Stockholm University,m,5,7,Agree,Agree,,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Richard Portes,88,London Business School,m,10,7,Strongly Agree,Agree,Weak banks are a major impediment to investment and growth and endanger financial stability. Public funds necessary though not sufficient.,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Jan Eeckhout,88,University College London,m,7,7,Agree,Agree,In the short run yes. However in the long run the financial system would be weaker.,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Charles Wyplosz,88,The Graduate Institute Geneva,m,7,7,Agree,Agree,"A number of Italian banks need to be recapitalized. If it cannot be done otherwise, the government must step in.",Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Ernst Fehr,88,Universität Zurich,m,8,7,Uncertain,Agree,"In the short run stability would be higher, in the long run not if the measure is not associated with reducing future moral hazard",Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Antoinette Schoar,88,MIT,f,7,7,Uncertain,Agree,,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Hans-Joachim Voth,88,University of Zurich,m,4,7,Uncertain,Agree,I think this could easily backfire. Bailouts done right can be a jolly goood thing but i have at least some reservations about the prospects,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Timothy J. Besley,82,LSE,m,NA,7,No Opinion,Agree,,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
John Vickers,88,Oxford,m,9,7,Uncertain,Agree,"Banks have far too little capital so more is good. But another bail out would go backwards on incentives. A total mess, not only Italy.",Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Richard Baldwin,16,The Graduate Institute Geneva,m,5,7,Agree,Agree,,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Costas Meghir,88,Yale,m,NA,7,Did Not Answer,Agree,,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Jan Pieter Krahnen,88,Goethe University Frankfurt,m,10,7,Uncertain,Agree,"Inject all capital into strong banks, not weak ones, thus restructuring and scaling down the entire sector. Good plan, but will not happen.",Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Francesco Giavazzi,88,Bocconi,m,10,7,Strongly Agree,Agree,zombie banks would eventually drive Italy out of the euro,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Peter Neary,88,Oxford,m,3,7,Agree,Agree,"Sooner or later, bullets have to be bitten, zombie banks have to be bailed out. Sooner is better. Exactly how is much harder to answer.",Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Beatrice Weder di Mauro,88,Gutenberg University Mainz and INSEAD,f,7,7,Agree,Agree,,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Christopher Pissarides,88,LSE,m,7,7,Agree,Agree,This would be dealing with the symptoms of the banking crisis in Europe and not the cause,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Per Krusell,70,Stockholm University,m,3,7,Uncertain,Agree,I don't have enough info to say that it would help financial institutions elsewhere; depends on cross-holdings. In long run it's likely bad.,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Rachel Griffith,88,University of Manchester,f,1,7,Uncertain,Agree,,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Patrick Honohan,88,Trinity College Dublin,m,7,7,Disagree,Agree,Markets can cope with bail in on this scale. They are already discounting it.,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Karl Whelan,88,University College Dublin,m,3,7,Agree,Agree,This may improve financial stability in the short-run but probably sets a bad fiscal precedent for other European governments in the future.,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Franklin Allen,88,Imperial College London,m,9,7,Strongly Agree,Agree,"Italy's banks are significantly undercapitalized, particularly if you consider market rather than accounting capital.",Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Jordi Galí,88,Universitat Pompeu Fabra,m,8,7,Agree,Agree,,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Botond Kőszegi,88,Central European University,m,NA,7,No Opinion,Agree,,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Paul De Grauwe,88,LSE,m,7,7,Agree,Agree,,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Lubos Pastor,88,Chicago Booth,m,8,7,Agree,Agree,"Italy has been kicking this can down the road far too long. But it’s hard to set EU rules aside, especially the new bank resolution rules.",Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Fabrizio Zilibotti,88,Yale,m,5,7,Disagree,Agree,,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Jean-Pierre Danthine,88,Paris School of Economics,m,2,7,Agree,Agree,The counterpart should be an equity stake in the banks that the Italian State could re-sell in the future hopefully with an overall profit,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Luis Garicano,67,LSE,m,4,7,Agree,Agree,"A bailout is probably good in short term for Financial Stability. But undermines new Euro BRRD framework and opens door to populists.
-see background information here
-see background information here",Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Olivier Blanchard,88,Peterson Institute,m,9,7,Strongly Agree,Agree,"if italy's debt is sustainable at 130%, it is surely sustainable at 132.5% if the financial system is functioning better.",Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Eliana La Ferrara,88,Bocconi,f,2,7,Uncertain,Agree,,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
John Van Reenen,88,MIT,m,5,7,Agree,Agree,,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Nicola Fuchs-Schündeln,88,Goethe-Universität Frankfurt,f,8,7,Uncertain,Agree,,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Xavier Freixas,88,Universitat Pompeu Fabra,m,10,7,Strongly Agree,Agree,The lack of access to finance is hindering Italy's and Europe's growth. A 2.5% is not an excessive price to pay to increase future growth.,Italy’s Banks,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks."
Richard William Blundell,69,University College London,m,NA,6,Did Not Answer,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Rafael Repullo,69,CEMFI,m,6,6,Disagree,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Elena Carletti,69,Bocconi,f,NA,6,No Opinion,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Charles Wyplosz,69,The Graduate Institute Geneva,m,4,6,Disagree,Disagree,"These are equivalent measures, except that the first one raises the tax burden while the second one reduces it ceteris paribus.",Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Franklin Allen,69,Imperial College London,m,6,6,Agree,Disagree,There seem to be strong learning by doing effects. Subsidies can help target these where these effects are largest.,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Ernst Fehr,69,Universität Zurich,m,NA,6,Did Not Answer,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Pol Antras,69,Harvard,m,1,6,Uncertain,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Agnès Bénassy-Quéré,69,Paris School of Economics,f,7,6,Disagree,Disagree,"Subsidies need to be financed through taxing other tax bases, with new distortions. Better to stick with the polluter-payer principle.",Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Jean-Pierre Danthine,69,Paris School of Economics,m,3,6,Disagree,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Philippe Aghion,20,Harvard,m,NA,6,Did Not Answer,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Eliana La Ferrara,69,Bocconi,f,NA,6,Did Not Answer,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Jan Eeckhout,69,University College London,m,8,6,Uncertain,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Nicholas Bloom,69,Stanford,m,3,6,Disagree,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Torsten Persson,69,Stockholm University,m,NA,6,Did Not Answer,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Xavier Freixas,69,Universitat Pompeu Fabra,m,NA,6,Did Not Answer,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Martin Hellwig,5,Max Planck Institute for Research on Collective Goods,m,6,6,Agree,Disagree,Subsidizing renewable energy may induce innovation through learning by doing. Taxing carbon may just induce cross-border substitution.,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Karl Whelan,69,University College Dublin,m,NA,6,Did Not Answer,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Jordi Galí,69,Universitat Pompeu Fabra,m,NA,6,No Opinion,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Richard Portes,69,London Business School,m,7,6,Strongly Disagree,Disagree,Budget constraint,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Hans-Joachim Voth,69,University of Zurich,m,5,6,Uncertain,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Peter Neary,69,Oxford,m,4,6,Disagree,Disagree,"Given revenue neutrality, choosing between the policies hinges on uncertainty (which renewables?) & on macro considerations: stimulus better",Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Botond Kőszegi,69,Central European University,m,7,6,Disagree,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Christian Leuz,69,Chicago Booth,m,5,6,Disagree,Disagree,CO2 tax better than either one; Subs require govmnt to pick energy source & hard to justify unless spur innovation w/ large spillovers.,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Paul De Grauwe,69,LSE,m,5,6,Uncertain,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Antoinette Schoar,69,MIT,f,7,6,Uncertain,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Fabrizio Zilibotti,69,Yale,m,8,6,Disagree,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Marco Pagano,69,Università di Napoli Federico II,m,1,6,Uncertain,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Veronica Guerrieri,69,Chicago Booth,f,6,6,Disagree,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Hélène Rey,69,London Business School,f,7,6,Strongly Disagree,Disagree,Pollution needs to be taxed. Governments need revenues.,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Kevin O'Rourke,69,Oxford,m,NA,6,No Opinion,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Timothy J. Besley,63,LSE,m,NA,6,Did Not Answer,Disagree,,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Per Krusell,51,Stockholm University,m,9,6,Strongly Disagree,Disagree,A tax is a more direct instrument for reducing emissions - the main goal - and R&D subsidies are at best an imperfect substitute.,Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
Olivier Blanchard,69,Peterson Institute,m,8,6,Disagree,Disagree,"First pass: Fight a distortion, don't create a second one.",Energy Sources,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount."
