Name,Question,Institution,Gender,Confidence,Medianconf,Vote,Median,Comment,Topic,Qtext
José Scheinkman,16,Columbia University,m,7,7,Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
James Stock,16,Harvard,m,8,7,Strongly Agree,Strongly Agree,"This is a revolution in economics that has been tremendously important - not applicable everywhere but where it is, it can be definitive","Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Alberto Alesina,16,Harvard,m,NA,7,Did Not Answer,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Larry Samuelson,16,Yale,m,8,7,Strongly Agree,Strongly Agree,"Other tools are valuable as well, but RCTs are an important part of a balanced methodological arsenal.","Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Barry Eichengreen,16,Berkeley,m,5,7,Strongly Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Hilary Hoynes,16,Berkeley,f,10,7,Strongly Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Steven Kaplan,16,Chicago,m,7,7,Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Katherine Baicker,16,Chicago,f,3,7,Strongly Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Christopher Udry,16,Northwestern,m,10,7,Strongly Agree,Strongly Agree,"I'm not a disinterested bystander...
-see background information here
-see background information here
-see background information here
-see background information here
-see background information here","Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Emmanuel Saez,16,Berkeley,m,8,7,Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Carl Shapiro,16,Berkeley,m,8,7,Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Alan Auerbach,16,Berkeley,m,7,7,Strongly Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Richard Schmalensee,16,MIT,m,7,7,Strongly Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Liran Einav,16,Stanford,m,5,7,Strongly Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Raj Chetty,16,Stanford,m,8,7,Strongly Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Amy Finkelstein,16,MIT,f,9,7,Strongly Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Markus Brunnermeier,16,Princeton,m,5,7,Agree,Strongly Agree,It should be one tool out of many useful tools. E.g. China’s large poverty reduction was mostly due to industrial policy.,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Robert Hall,16,Stanford,m,NA,7,Did Not Answer,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Bengt Holmström,16,MIT,m,10,7,Strongly Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
David Autor,16,MIT,m,10,7,Strongly Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Caroline Hoxby,16,Stanford,f,8,7,Agree,Strongly Agree,"RCTs are helpful for answering a variety of partial equilibrium questions, though of course not helpful for all questions.","Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Angus Deaton,16,Princeton,m,7,7,Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Richard Thaler,16,Chicago,m,5,7,Strongly Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Marianne Bertrand,16,Chicago,f,5,7,Strongly Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Michael Greenstone,16,Chicago,m,10,7,Strongly Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Kenneth Judd,16,Stanford,m,7,7,Agree,Strongly Agree,"Well-constructed experiments are informative. However, one must avoid excessive generalization and extrapolation.","Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Robert Shimer,16,Chicago,m,8,7,Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Joseph Altonji,16,Yale,m,9,7,Strongly Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Austan Goolsbee,16,Chicago,m,10,7,Strongly Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Jonathan Levin,16,Stanford,m,4,7,Strongly Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Maurice Obstfeld,16,Berkeley,m,7,7,Strongly Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Pete Klenow,16,Stanford,m,7,7,Strongly Agree,Strongly Agree,#NAME?,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Anil Kashyap,16,Chicago,m,9,7,Strongly Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
David Cutler,16,Harvard,m,4,7,Strongly Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Oliver Hart,16,Harvard,m,8,7,Strongly Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Ray Fair,16,Yale,m,1,7,Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Eric Maskin,16,Harvard,m,8,7,Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Darrell Duffie,16,Stanford,m,2,7,Strongly Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Aaron Edlin,16,Berkeley,m,6,7,Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Daron Acemoglu,16,MIT,m,6,7,Agree,Strongly Agree,"RCTs like all other tools are of course useful. Each has limitations. For RCTs challenges are scalability, GE and political economy effects.
-see background information here","Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
William Nordhaus,16,Yale,m,5,7,Strongly Agree,Strongly Agree,,"Experimental Research, Development Economics and Poverty Reduction",Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Claudia Goldin,67,Harvard,f,3,7,Agree,Agree,"The word ""substantially"" threw me off a bit and perhaps a better answer would be ""uncertain.""",French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Richard Schmalensee,265,MIT,m,4,7,Agree,Agree,Cutting real pension levels or providing serious incentives to delay retirement beyond 60 could mitigate the adverse impact.,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Alberto Alesina,266,Harvard,m,10,7,Strongly Agree,Agree,,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Katherine Baicker,265,Chicago,f,NA,7,No Opinion,Agree,,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Anil Kashyap,266,Chicago,m,5,7,Agree,Agree,"Lower labor supply reduces growth. Increasing life expectancy makes this expensive, if anything retirement age should be hiked further.",French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Robert Hall,266,Stanford,m,8,7,Uncertain,Agree,Solow explained why a level effect does not affect growth. We don't really know much about debt determination in the longer run.,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Janet Currie,115,Princeton,f,8,7,Agree,Agree,"People are living longer healthier lives, which means that retirement ages should be going up not down.",French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Raj Chetty,265,Stanford,m,6,7,Agree,Agree,,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Christopher Udry,266,Northwestern,m,NA,7,Did Not Answer,Agree,,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
William Nordhaus,265,Yale,m,8,7,Agree,Agree,"Not sure about ""substantial"" but otherwise clear.",French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Nancy Stokey,101,Chicago,f,7,7,Uncertain,Agree,"It would presumbly raise debt/GDP, as pension costs would be higher and tax revenues lower. The effect on LR growth is not at all clear.",French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Judith Chevalier,266,Yale,f,7,7,Agree,Agree,Retirement comes with a substantial state pension.,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Barry Eichengreen,265,Berkeley,m,5,7,Agree,Agree,,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Kenneth Judd,266,Stanford,m,6,7,Agree,Agree,Reducing labor supply surely reduces production and tax revenues.,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Emmanuel Saez,265,Berkeley,m,5,7,Agree,Agree,"Bad GDP effects if across the board reduction from 62 to 60, but if only for a small group which started work at 16, as proposed by Holland",French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Daron Acemoglu,265,MIT,m,7,7,Agree,Agree,,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Michael Greenstone,266,Chicago,m,NA,7,Did Not Answer,Agree,,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
José Scheinkman,266,Columbia University,m,8,7,Agree,Agree,,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Eric Maskin,266,Harvard,m,6,7,Agree,Agree,,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Aaron Edlin,266,Berkeley,m,4,7,Agree,Agree,,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Richard Thaler,266,Chicago,m,3,7,Agree,Agree,,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Darrell Duffie,265,Stanford,m,4,7,Strongly Agree,Agree,"This would lower tax revenues, increase retirement benefits, and lower output.",French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
David Cutler,266,Harvard,m,NA,7,No Opinion,Agree,"It will lower output and raise debt, but I don't think it will lower growth.",French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
James Stock,88,Harvard,m,NA,7,Did Not Answer,Agree,,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Hyun Song Shin,79,Princeton,m,7,7,Agree,Agree,,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Marianne Bertrand,265,Chicago,f,2,7,Agree,Agree,,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Maurice Obstfeld,122,Berkeley,m,8,7,Agree,Agree,,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Caroline Hoxby,265,Stanford,f,10,7,Strongly Agree,Agree,"Generational accts show that lowering the retirement age would increase future liabilities and thus future tax rates, reducing productivity",French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Ray Fair,266,Yale,m,5,7,Uncertain,Agree,,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Alan Auerbach,265,Berkeley,m,4,7,Disagree,Agree,,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Pinelopi Goldberg,219,Yale,f,5,7,Uncertain,Agree,"It seems very likely it would increase debt relative to GDP, I don't know about GDP growth.",French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Pete Klenow,266,Stanford,m,7,7,Agree,Agree,"The long term *level* of GDP and employment would go down in France as a result, I think.
-see background information here",French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Joseph Altonji,266,Yale,m,9,7,Strongly Agree,Agree,,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Edward Lazear,48,Stanford,m,7,7,Agree,Agree,"France is not in terrible budgetary shape, but this won't help. Whether they finance spending through debt or taxes is a second-order issue",French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Jonathan Levin,266,Stanford,m,NA,7,Did Not Answer,Agree,,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Angus Deaton,266,Princeton,m,8,7,Agree,Agree,,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Austan Goolsbee,265,Chicago,m,NA,7,Did Not Answer,Agree,,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Bengt Holmström,265,MIT,m,7,7,Agree,Agree,,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Luigi Zingales,68,Chicago,m,5,7,Agree,Agree,,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
David Autor,266,MIT,m,8,7,Agree,Agree,Lifespans are getting substantially longer. Working lives must get somewhat longer too to cover the cost of decades-long retirements.,French Labor Policies,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Alberto Alesina,8,Harvard,m,2,6,Agree,Agree,,Mandatory Medicare I,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
José Scheinkman,8,Columbia University,m,6,6,Agree,Agree,Specially in states w/o medicaid expansion. Universal coverage with complementary private insurance and copay (as France) would be better.,Mandatory Medicare I,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
Bengt Holmström,8,MIT,m,8,6,Agree,Agree,,Mandatory Medicare I,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
Richard Thaler,8,Chicago,m,5,6,Agree,Agree,This narrow claim seems to be true almost by definition.,Mandatory Medicare I,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
Angus Deaton,8,Princeton,m,10,6,Strongly Agree,Agree,"If everyone is made to participate, and there are some uncovered now, access will increase, almost by definition.",Mandatory Medicare I,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
Maurice Obstfeld,8,Berkeley,m,4,6,Agree,Agree,,Mandatory Medicare I,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
Jonathan Levin,8,Stanford,m,4,6,Agree,Agree,"Seems likely, although it would depend on funding and implementation",Mandatory Medicare I,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
David Autor,8,MIT,m,6,6,Strongly Agree,Agree,,Mandatory Medicare I,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
Oliver Hart,8,Harvard,m,8,6,Agree,Agree,"Some people are uninsured right now and would benefit from the policy, which could be financed by taxing richer people.",Mandatory Medicare I,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
Austan Goolsbee,8,Chicago,m,4,6,Agree,Agree,,Mandatory Medicare I,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
Michael Greenstone,8,Chicago,m,5,6,Agree,Agree,,Mandatory Medicare I,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
Kenneth Judd,8,Stanford,m,5,6,Agree,Agree,"This would be a bad idea but I suspect a ""meaningful"" subset would benefit. I believe there are better ways to help them.",Mandatory Medicare I,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
Joseph Altonji,8,Yale,m,8,6,Agree,Agree,,Mandatory Medicare I,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
Carl Shapiro,8,Berkeley,m,6,6,Strongly Agree,Agree,,Mandatory Medicare I,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
Judith Chevalier,8,Yale,f,7,6,Strongly Agree,Agree,,Mandatory Medicare I,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
Steven Kaplan,8,Chicago,m,3,6,Uncertain,Agree,Depends on the details (including the costs) of implementation.,Mandatory Medicare I,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
Daron Acemoglu,8,MIT,m,3,6,Agree,Agree,"Increased coverage is almost by definition. Probably better to allow top-up by private insurance and other means, and add more cost controls",Mandatory Medicare I,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
Ray Fair,8,Yale,m,5,6,Agree,Agree,,Mandatory Medicare I,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
Pete Klenow,8,Stanford,m,10,6,Strongly Agree,Agree,#NAME?,Mandatory Medicare I,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
Anil Kashyap,8,Chicago,m,9,6,Agree,Agree,essentially true by definition -- unless somehow implementation is totally botched.,Mandatory Medicare I,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
Eric Maskin,8,Harvard,m,6,6,Agree,Agree,,Mandatory Medicare I,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
David Cutler,8,Harvard,m,6,6,Strongly Agree,Agree,,Mandatory Medicare I,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
Richard Schmalensee,8,MIT,m,6,6,Agree,Agree,Some would lose: some rural hospitals would likely fail at current Medicare reimbursement rates.,Mandatory Medicare I,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
Robert Hall,8,Stanford,m,5,6,Agree,Agree,This does not mean that it is a good idea,Mandatory Medicare I,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
