Name,Question,Qtext
Hilary Hoynes,CONF_975,NA
Hilary Hoynes,CONF_976,NA
Hilary Hoynes,CONF_977,NA
Hilary Hoynes,CONF_978,NA
Hilary Hoynes,CONF_979,NA
Hilary Hoynes,CONF_980,NA
Hilary Hoynes,CONF_981,NA
Hilary Hoynes,CONF_982,NA
Hilary Hoynes,CONF_983,NA
Hilary Hoynes,CONF_984,NA
Hilary Hoynes,CONF_985,NA
Hilary Hoynes,CONF_986,NA
Hilary Hoynes,CONF_987,NA
Hilary Hoynes,CONF_988,NA
Hilary Hoynes,CONF_989,NA
Hilary Hoynes,CONF_990,NA
Hilary Hoynes,CONF_991,NA
Hilary Hoynes,CONF_992,NA
Hilary Hoynes,CONF_993,NA
Hilary Hoynes,CONF_994,NA
Hilary Hoynes,CONF_995,NA
Hilary Hoynes,CONF_996,NA
Hilary Hoynes,CONF_997,NA
Hilary Hoynes,CONF_998,NA
Hilary Hoynes,CONF_999,NA
Hilary Hoynes,CONF_1000,NA
Kenneth Judd,CONF_1,"Question A: With the economy in lockdown, low-income workers who are above the poverty line will suffer a relatively bigger hit to their incomes than those further up the distribution (even accounting for all government support schemes)."
Kenneth Judd,CONF_2,"Question B: With the economy in lockdown, existing gaps in access to quality education between high- and low-income households will be exacerbated."
Kenneth Judd,CONF_3,Question C: The mortality impact of Covid-19 is likely to fall disproportionately on disadvantaged socio-economic groups.
Kenneth Judd,CONF_4,"Question A: Even if tests for Covid-19 are being rationed, there is an urgent need for some random testing to establish baseline levels of the virus to inform any decisions about ending lockdowns."
Kenneth Judd,CONF_5,Question B: Required elements for an economic ‘restart’ after lockdowns include a massive increase in testing capacity (for infections and antibodies) along with a coherent strategy for preventing new outbreaks and reintroducing low-risk/no-risk individuals into public activities.
Kenneth Judd,CONF_6,Question A: A comprehensive policy response to the coronavirus will involve tolerating a very large contraction in economic activity until the spread of infections has dropped significantly.
Kenneth Judd,CONF_7,Question B: Abandoning severe lockdowns at a time when the likelihood of a resurgence in infections remains high will lead to greater total economic damage than sustaining the lockdowns to eliminate the resurgence risk.
Kenneth Judd,CONF_8,"Question C: Optimally, the government would invest more than it is currently doing in expanding treatment capacity through steps such as building temporary hospitals, accelerating testing, making more masks and ventilators, and providing financial incentives for the production of a successful vaccine."
Kenneth Judd,CONF_9,"Question A: Even if the mortality of COVID-19 proves to be limited (similar to the number of flu deaths in a regular season), it is likely to cause a major recession."
Kenneth Judd,CONF_10,Question B: The economic effects of COVID-19 coming from reduced spending will be larger than those coming from disruptions to supply chains and illness-related workforce reductions.
Kenneth Judd,CONF_11,"Question A: Given the current state of the economy, the Federal Reserve should focus on keeping inflation low rather than trying to reduce unemployment."
Kenneth Judd,CONF_12,"Question B: Right now, if the Federal Reserve were to try to reduce unemployment, then inflation would rise noticeably."
Kenneth Judd,CONF_13,Question C: Presidents should make public statements about Federal Reserve interest rate decisions.
Kenneth Judd,CONF_14,Question D: The Federal Reserve should always be able to make emergency loans to banks.
Kenneth Judd,CONF_15,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to lower aggregate medical debt among patients."
Kenneth Judd,CONF_16,Question B: Replacing the current US health insurance system as outlined in a) would lead to lower aggregate innovation in the pharmaceutical industry.
Kenneth Judd,CONF_17,Question C: Replacing the current US health insurance system as outlined in a) would improve health outcomes for the majority of the population.
Kenneth Judd,CONF_18,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population."
Kenneth Judd,CONF_19,Question B: Replacing the current US health insurance system as outlined in a) would lead to longer waiting times for healthcare for a meaningful subset of the population.
Kenneth Judd,CONF_20,"Question A: Following the UK election result, the certainty that the country is going to leave the European Union will provide a substantial short-term boost to the UK economy."
Kenneth Judd,CONF_21,Question B: The near certainty that the UK will leave the European Union’s customs union and single market in 2020 offers a sizeable export market opportunity for American business.
Kenneth Judd,CONF_22,A ban on very short-term loans at very high annualized interest rates (aka payday lending) would make most people who use or might use them better off.
Kenneth Judd,CONF_23,"Question A: Under current policies on climate change, the associated physical risks (such as those arising from total seasonal rainfall and sea level changes, and increased frequency, severity, and correlation of extreme weather events) will be at most a very small factor in monetary policy decisions over the next decade."
Kenneth Judd,CONF_24,Question B: The physical risks associated with climate change under current policies are likely to threaten financial stability over the next decade.
Kenneth Judd,CONF_25,"Taking into account the revenues, consumer surplus, purchasing patterns by income, and possible consumer biases, state-run lotteries (such as Powerball and scratch-off games) increase social welfare."
Kenneth Judd,CONF_26,Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.
Kenneth Judd,CONF_27,Question B: Randomized control trials are a valuable tool for making significant progress in poverty reduction.
Kenneth Judd,CONF_28,Question A: Rising inequality is straining the health of liberal democracy.
Kenneth Judd,CONF_29,Question B: Enacting more redistributive expenditures and policies would be likely to limit the rise of populism.
Kenneth Judd,CONF_30,"Question C:
Governments should allocate more resources to policies that would be likely to limit the rise of populism, even if it means higher public debt or lower public spending in other areas."
Kenneth Judd,CONF_31,Question A: Having companies run to maximize shareholder value creates significant negative externalities for workers and communities.
Kenneth Judd,CONF_32,"Question B: Appropriately managed corporations could create significantly greater value than they currently do for a range of stakeholders – including workers, suppliers, customers and community members – with negligible impacts on shareholder value."
Kenneth Judd,CONF_33,Question C: Effective mechanisms for boards of directors to ensure that CEOs act in ways that balance the interests of all stakeholders would be straightforward to introduce.
Kenneth Judd,CONF_34,"A substantial source of the value of decentralized private cryptocurrencies, such as Bitcoin, arises from their convenience for use in illegal activities."
Kenneth Judd,CONF_35,"Question A: In a case like the US women’s national soccer team where the revenues that they generate and their on-field performance both exceed those of the men’s team, there is no justification for lower pay."
Kenneth Judd,CONF_36,Question B: Fining companies above a certain size that fail to provide the same remuneration to men and women employees performing comparable roles would be an effective way of closing the gender pay gap.
Kenneth Judd,CONF_37,Question A: Mexico's persistent bilateral trade surplus with the United States implies that Mexico is following policies that keep the peso artificially weak against the US dollar.
Kenneth Judd,CONF_38,"Question B: The existence of a multi-year trade deficit of Country A with Country B implies that B has successfully tilted the playing field in its favor in terms of such policies as tariffs, non-tariff barriers, and the exchange rate between them."
Kenneth Judd,CONF_39,Question A: The first required class for undergraduate economics majors at my university accurately reflects the way that economists think about a range of economics problems.
Kenneth Judd,CONF_40,Question B: The first required class for undergraduate economics majors at my university addresses the most pressing economic issues in the US.
Kenneth Judd,CONF_41,Question A: The incidence of the latest round of US import tariffs is likely to fall primarily on American households.
Kenneth Judd,CONF_42,Question B: The impact of the tariffs – and any Chinese countermeasures – on US prices and employment is likely to be felt most heavily by lower income groups and regions.
Kenneth Judd,CONF_43,Selecting candidates for membership of the Federal Open Market Committee (FOMC) based primarily on their political views would lead to worse monetary policy outcomes than has been the case over the last 15 years.
Kenneth Judd,CONF_44,Question A: The admission of children of alumni and donors at elite private colleges and universities crowds out applicants with greater academic potential.
Kenneth Judd,CONF_45,Question B: The net effect of admitting children of alumni and donors (including any impact on donations and any losses of other high potential applicants) is likely to be a reduction in the contribution of colleges and universities to society.
Kenneth Judd,CONF_46,Question A: Senator Warren’s proposed wealth tax would be much more difficult to enforce than existing federal taxes because of difficulties of valuation and the ways by which the wealthy can under-report their true wealth.
Kenneth Judd,CONF_47,"Question B: If successfully enforced, Senator Warren’s proposed wealth tax would substantially decrease the share of wealth going to the top 0.1% of wealth-holders after 20 years."
Kenneth Judd,CONF_48,"Question C: A public policy goal that could be accomplished with a well-enforced wealth tax could be equally accomplished with modifications to existing federal taxes – for example, revising the estate tax and/or capital gains tax."
Kenneth Judd,CONF_49,Question A: Forcing Amazon to divest Whole Foods now would be in the public interest.
Kenneth Judd,CONF_50,Question B: Acquisitions by large tech platforms where there are risks of anti-competitive effects like those posed by Amazon’s acquisition of Whole Foods should not be permitted.
Kenneth Judd,CONF_51,"Question C: Large tech platforms, such as Amazon Marketplace and Google Search, should be designated as ‘platform utilities' and broken apart from any participant on that platform."
Kenneth Judd,CONF_52,Question A: Countries that borrow in their own currency should not worry about government deficits because they can always create money to finance their debt.
Kenneth Judd,CONF_53,Question B: Countries that borrow in their own currency can finance as much real government spending as they want by creating money.
Kenneth Judd,CONF_54,"Question A: When local governments compete by offering subsidies to a firm that is willing to relocate, and shopping across multiple alternative areas, the firm typically captures most of value that is created via the relocation."
Kenneth Judd,CONF_55,Question B: A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.
Kenneth Judd,CONF_56,"It is best for society if the management of U.S. publicly traded corporations only considers the impact of their decisions on customers, employees, and community members to the extent that these impacts feedback to impact shareholder wealth."
Kenneth Judd,CONF_57,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Kenneth Judd,CONF_58,"Raising the top federal marginal tax on earned personal income to 70% (and holding the rest of the current tax code, including the top bracket definition, fixed) would raise substantially more revenue (federal and state, combined) without lowering economic activity."
Kenneth Judd,CONF_59,"Rather than using second-round runoffs to settle elections in which no candidate wins a first-round majority, it would be better to use ranked-choice voting (as in the state of Maine) in which voters are encouraged to rank all of the candidates."
Kenneth Judd,CONF_60,"The US spends roughly 17% of GDP on healthcare, according to the OECD; most European countries spend less than 12% of GDP.

Higher quality-adjusted US healthcare prices contribute relatively more to the extra US spending than does the combination of higher quantity and quality of US care (interpreting quantity and quality to reflect both greater American healthcare needs due to underlying population health and the delivery of more or better healthcare services to Americans)."
Kenneth Judd,CONF_61,"Question A: Considering a broad range of costs and benefits is a better tool for guiding climate policy than setting temperature limits (such as 1.5 °C , eg) based on expected links between temperature increases and the extent of environmental harm."
Kenneth Judd,CONF_62,Question B: Carbon taxes are a better way to implement climate policy than cap-and-trade.
Kenneth Judd,CONF_63,"Ideas are nonrival, so increasing returns to scale is an essential feature of technological change in a market economy."
Kenneth Judd,CONF_64,"If a small number of firms have a large combined market share in a properly defined market, it is strong evidence that those firms have substantial market power."
Kenneth Judd,CONF_65,"Question A: Capping the number of ride-sharing drivers as is being discussed in New York City, Chicago and London will make the average resident in that city worse off."
Kenneth Judd,CONF_66,"Question B: To achieve a given level of congestion, it would be better to use taxes for driving that vary based on the level of congestion, rather than limiting the number of ride-sharing vehicles."
Kenneth Judd,CONF_67,"Because global supply chains are more important now, import tariffs are likely substantially more costly than they would have been 25 years ago."
Kenneth Judd,CONF_68,"Britain's Labour party recently proposed giving the Bank of England a target of 3% annual labor productivity growth. Consider the following statement:

Central banks cannot significantly increase productivity growth over a ten year horizon, except perhaps by promoting macroeconomic stability."
Kenneth Judd,CONF_69,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Kenneth Judd,CONF_70,"All things considered, US society will be better off if sports betting becomes legal in more US states (beyond Nevada)."
Kenneth Judd,CONF_71,"Over the next decade, autonomous cars will raise average welfare in the US by at least as much as smartphones have over the past decade."
Kenneth Judd,CONF_72,Restricting eligibility for senior government economic-policy posts by requiring a graduate degree in economics would reduce the chances for good public policy outcomes.
Kenneth Judd,CONF_73,"NCAA Division I schools coordinate compensation for men’s basketball and football players (precluding actual pay and limiting non-monetary benefits), providing rents to member schools (which may be shared with others) at the expense of those players."
Kenneth Judd,CONF_74,Imposing new US tariffs on steel and aluminum will improve Americans’ welfare.
Kenneth Judd,CONF_75,"Question A: By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing."
Kenneth Judd,CONF_76,"Question B: By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more to raise food security and reduce hunger than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing."
Kenneth Judd,CONF_77,"The biggest reason for the measured slowdown in US productivity growth since the mid-2000s is that productivity increases have gone mismeasured, including new and better products and services that have been insufficiently captured by real output data."
Kenneth Judd,CONF_78,"Because of the many special and unique roles that the dollar plays in global commerce, US citizens are substantially better off than they otherwise would be."
Kenneth Judd,CONF_79,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy."
Kenneth Judd,CONF_80,"Question A: A bitcoin has a fundamental value of at least $1,000."
Kenneth Judd,CONF_81,Question B: The best forecast for the value of one bitcoin in 2 years is its current price.
Kenneth Judd,CONF_82,"Question A: Without changes in policy, a rising share of people who are over age 65 will exert a substantial downward influence on per capita real GDP in western European countries."
Kenneth Judd,CONF_83,"Question B: In European countries where the share of those over 65 is rising, there are net social benefits to adjusting retirement ages for state-financed (including pay-as-you-go) pension systems upwards, so that revised retirement ages better reflect longer life expectancies."
Kenneth Judd,CONF_84,Question A: The concept of “maximum sustainable employment” is well defined enough to be used beneficially in economic policymaking.
Kenneth Judd,CONF_85,Question B: Right now the US economy is operating below maximum sustainable employment.
Kenneth Judd,CONF_86,Question A: If the US enacts a tax bill similar to those currently moving through the House and Senate — and assuming no other changes in tax or spending policy — US GDP will be substantially higher a decade from now than under the status quo.
Kenneth Judd,CONF_87,Question B: If the US enacts a tax bill similar to those currently moving through the House and Senate — and assuming no other changes in tax or spending policy — the US debt-to-GDP ratio will be substantially higher a decade from now than under the status quo.
Kenneth Judd,CONF_88,Question A: Amending the Constitution to require that the federal government end each fiscal year without a deficit would substantially reduce output variability in the United States.
Kenneth Judd,CONF_89,Question B: Amending the Constitution to require that the federal government end each fiscal year without a deficit would substantially lower the cost of borrowing for the federal government.
Kenneth Judd,CONF_90,"Insights from psychology about individual behavior – examples of which include limited rationality, low self-control, or a taste for fairness – predict several important types of observed market outcomes that fully-rational economic models do not."
Kenneth Judd,CONF_91,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Kenneth Judd,CONF_92,"Question A: Holding labor market institutions and job training fixed, rising use of robots and artificial intelligence is likely to increase substantially the number of workers in advanced countries who are unemployed for long periods."
Kenneth Judd,CONF_93,Question B: Rising use of robots and artificial intelligence in advanced countries is likely to create benefits large enough that they could be used to compensate those workers who are substantially negatively affected for their lost wages.
Kenneth Judd,CONF_94,"Question A: If the Fed changed its inflation target from 2% to 4%, the long-run costs of inflation for households would be essentially unchanged."
Kenneth Judd,CONF_95,Question B: Raising the inflation target to 4% would make it possible for the Fed to lower rates by a greater amount in a future recession.
Kenneth Judd,CONF_96,"If the US reduced its fiscal deficit, then its trade deficit would also shrink."
Kenneth Judd,CONF_97,"Question A: The US should increase spending now on roads, railways, bridges and airports (including new projects, maintenance or both)."
Kenneth Judd,CONF_98,"Question B: The advisability of increasing federal spending on roads, railways, bridges and airports is independent of whether the US also enacts tax cuts that substantially lower revenues."
Kenneth Judd,CONF_99,"Because labor markets across different sectors are connected, rising productivity in manufacturing leads the cost of labor-intensive services — such as education and health care — to rise."
Kenneth Judd,CONF_100,"Question A: Since 1980, whenever substantial growth effects have been required to make a tax reform plan revenue neutral, the actual outcome has invariably been a fall in tax revenue as a share of GDP."
Kenneth Judd,CONF_101,Question B: The tax reform plan proposed by President Trump this week would likely pay for itself through higher economic growth.
Kenneth Judd,CONF_102,"Question A: Implementing a ""destination based cash flow tax (including border adjustment)"" of the type advocated by Speaker Ryan would substantially reduce the US trade deficit within the next few years."
Kenneth Judd,CONF_103,Question B: Implementing a “destination based cash flow tax (including border adjustment)” of the type advocated by Speaker Ryan would substantially raise prices for US consumers.
Kenneth Judd,CONF_104,"Question A: Forecasting the effects of complex legislative actions is hard, so even competent, non-ideological and non-partisan projections could differ substantially from outcomes."
Kenneth Judd,CONF_105,"Question B: Adjusting for legal restrictions on what the CBO can assume about future legislation and events, the CBO has historically issued credible forecasts of the effects of both Democratic and Republican legislative proposals."
Kenneth Judd,CONF_106,"Question A: If the US significantly lowers the number of H-1B visas now, expected US tax revenues will rise materially over the next four years."
Kenneth Judd,CONF_107,"Question B: If the US significantly lowers the number of H-1B visas now, employment for American workers will rise materially over the next four years."
Kenneth Judd,CONF_108,Providing state and local subsidies to build stadiums for professional sports teams is likely to cost the relevant taxpayers more than any local economic benefits that are generated.
Kenneth Judd,CONF_109,Question A: US share prices have risen since Donald Trump’s election victory at least partly because the policies he seems poised to implement are likely to increase US after-tax corporate profits.
Kenneth Judd,CONF_110,Question B: US share prices have risen since Donald Trump’s election victory at least partly because the policies he seems poised to implement are likely to increase US real GDP growth.
Kenneth Judd,CONF_111,The Council of Economic Advisors is likely to give the US president better policy advice if the Chair and Members of the CEA have published peer-reviewed economics research.
Kenneth Judd,CONF_112,"Question A: If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan (see link) are enacted, it will more likely than not improve the economic prospects of middle-class Americans over the next decade."
Kenneth Judd,CONF_113,"Question B: If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade."
Kenneth Judd,CONF_114,A merger of AT&T and Time Warner would likely increase consumer surplus over the ensuing decade.
Kenneth Judd,CONF_115,"Long run fiscal sustainability in the US will require some combination of cuts in currently promised Medicare, Medicaid and Social Security benefits and/or tax increases that include higher taxes on households with incomes below $250,000."
Kenneth Judd,CONF_116,"Adding new or higher import duties on products such as air conditioners, cars, and cookies — to encourage producers to make them in the US — would be a good idea."
Kenneth Judd,CONF_117,Question A: Allowing US-based employers to hire many more immigrants with advanced degrees in science or engineering would lower (at least temporarily) the premium earned by current American workers with similar degrees.
Kenneth Judd,CONF_118,Question B: Allowing US-based employers to hire many more immigrants with advanced degrees in science or engineering would raise per capita income in the US over time.
Kenneth Judd,CONF_119,"Question A: Because of the Brexit vote's outcome, the UK's real per-capita income level is likely to be lower a decade from now."
Kenneth Judd,CONF_120,"Question B: Because of the Brexit vote's outcome, the rest of the EU's real per-capita income level is likely to be lower a decade from now."
Kenneth Judd,CONF_121,"Granting every American citizen over 21-years old a universal basic income of $13,000 a year — financed by eliminating all transfer programs (including Social Security, Medicare, Medicaid, housing subsidies, household welfare payments, and farm and corporate subsidies) — would be a better policy than the status quo."
Kenneth Judd,CONF_122,The ratio of the 90th to the 10th percentile of the US income distribution has been unaffected by the Federal Reserve's unconventional monetary policies since the financial crisis.
Kenneth Judd,CONF_123,The “Cadillac tax” on expensive employer-provided health insurance plans will reduce costly distortions in US health care if it is allowed to take effect as scheduled in 2018.
Kenneth Judd,CONF_124,"Question A: The four largest domestic US banks currently have around 40% of the industry’s domestic assets (an average of 10% each). In early 1998, before Glass-Steagall ended and before Citicorp merged with Travelers, they held 13.2% (an average of 3.3% each). Thirty years ago, before interstate branching was fully permitted, that combined share was around 8% (an average of 2% each).
Capping US banks’ size so that no single bank could be larger than 4% of the sector's domestic assets would lower systemic risk in the US."
Kenneth Judd,CONF_125,Question B: The US financial system would contribute more to the average American's welfare if the size of US banks were capped so that none could be larger than 4% of the sector's domestic assets.
Kenneth Judd,CONF_126,"Question A: By providing important measures of US economic performance — including employment, consumer prices, wages, job openings, time allocation in households, and productivity — the Bureau of Labor Statistics creates social benefits that exceed its annual cost of roughly $610 million."
Kenneth Judd,CONF_127,"Question B: Cuts in BLS spending would likely involve net social costs because potential declines in the quality of data, and thus their usefulness to researchers and decision makers, would exceed any budget savings."
Kenneth Judd,CONF_128,An important reason why many workers in Michigan and Ohio have lost jobs in recent years is because US presidential administrations over the past 30 years have not been tough enough in trade negotiations.
Kenneth Judd,CONF_129,"Question A: There is no perfect voting system. That is, no voting system can ensure that the winner will be the person who best represents voters’ wishes, including how intensely they favor or disfavor each candidate."
Kenneth Judd,CONF_130,"Question B: One clear defect of a winner-take-all election with 3 or more candidates, and with each voter choosing only one candidate, is that a candidate who is strongly disliked by a majority, but strongly liked by a minority, can beat a candidate who is liked by a majority and disliked by relatively few."
Kenneth Judd,CONF_131,"Large movements in monthly oil prices, either up or down, are driven primarily by speculators, as opposed to changes in the current (and planned) supply or demand for oil."
Kenneth Judd,CONF_132,"Question A: If the UK opts to withdraw from the European Union, and assuming Scotland stays in the UK, the level of the UK's real per-capita income a decade later will be lower than if it remains part of the EU."
Kenneth Judd,CONF_133,"Question B: If the UK exits the EU, then it substantially increases the chances that some other current region of the EU will also exit within the following decade."
Kenneth Judd,CONF_134,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Kenneth Judd,CONF_135,"An annual December spending surge on parties, gift-giving and personal travel delivers net social benefits."
Kenneth Judd,CONF_136,Question A: The Fed should raise its target interest rate when it meets in mid-December.
Kenneth Judd,CONF_137,"Question B: The Fed should have raised interest rates sooner, rather than leaving them near zero for this long."
Kenneth Judd,CONF_138,Question A: Letting publicly traded US firms report earnings annually rather than quarterly would lead their executives to place more weight on long-term issues in their investments and other decisions.
Kenneth Judd,CONF_139,"Question B: A switch from quarterly to annual earnings reports would, on net, benefit shareholders."
Kenneth Judd,CONF_140,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
Kenneth Judd,CONF_141,"Question A: The association between health and economic growth in poor countries primarily involves faster growth generating better health, rather than the other way around."
Kenneth Judd,CONF_142,"Question B: The decline in the fraction of people with incomes under, say, $1 per day is a good measure of whether well-being is improving among low-income populations."
Kenneth Judd,CONF_143,Question A: Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will reduce total healthcare spending in the economy.
Kenneth Judd,CONF_144,Question B: Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.
Kenneth Judd,CONF_145,"Question A: If the federal minimum wage is raised gradually to $15-per-hour by 2020, the employment rate for low-wage US workers will be substantially lower than it would be under the status quo."
Kenneth Judd,CONF_146,Question B: Increasing the federal minimum wage gradually to $15-per-hour by 2020 would substantially increase aggregate output in the US economy.
Kenneth Judd,CONF_147,The median Greek citizen will be better off if there is a “yes” vote in the July 5 referendum on whether to accept the terms of the bailout package offered by Greece's creditors.
Kenneth Judd,CONF_148,Question A: Economic analysis can identify whether countries are using their exchange rates to benefit their own people at the expense of their trading partners’ welfare.
Kenneth Judd,CONF_149,Question B: Bank of Japan monetary policies that result in a weaker yen make Americans generally worse off.
Kenneth Judd,CONF_150,"Behavior in many complex and seemingly intractable strategic settings can be understood more clearly by working out what each party in the game will choose to do if they realize that the other parties will be solving the same problem. This insight has helped us understand behavior as diverse as military conflicts, price setting by competing firms and penalty kicking in soccer."
Kenneth Judd,CONF_151,"The 9% cumulative increase in real US median household income since 1980 substantially understates how much better off people in the median American household are now economically, compared with 35 years ago."
Kenneth Judd,CONF_152,"Californians would be better off on average if all final users in the state paid the same price for water — adjusted for quality, place and time — even if, as a result, some food prices rose sharply and some farms failed."
Kenneth Judd,CONF_153,The Fed should wait until its preferred measure of inflation (Core PCE) is clearly rising — and not just forecast to rise — before it begins hiking interest rates.
Kenneth Judd,CONF_154,Question A: Giving tax incentives to specific firms to locate operations in a city or state typically generates local benefits that outweigh the costs to the city and/or state providing the incentives.
Kenneth Judd,CONF_155,Question B: The US as a whole benefits when cities or states compete with each other by giving tax incentives to firms to locate operations in their jurisdictions.
Kenneth Judd,CONF_156,"Question A: Declining to be vaccinated against contagious diseases such as measles imposes costs on other people, which is a negative externality."
Kenneth Judd,CONF_157,"Question B: Considering the costs of restricting free choice, and the share of people in the US who choose not to vaccinate their children for measles, the social benefit of mandating measles vaccines for all Americans (except those with compelling medical reasons) would exceed the social cost."
Kenneth Judd,CONF_158,"In 10 years, per capita purchasing power in Greece will be higher if — rather than continuing to service its debts over the next decade and complying with the budget rules currently in place — it refuses to accept a continuation of its current troika program and explicitly defaults on its debt held by the official sector."
Kenneth Judd,CONF_159,"Question A: Changing federal income tax rates, or the income bases to which those rates apply, can affect federal tax revenues partly by altering people’s behavior, and thus their actual or reported incomes."
Kenneth Judd,CONF_160,"Question B: To the extent that a given tax change might affect revenues partly by affecting national-income growth, existing research provides enough guidance to generate informative bounds on the size of any growth-driven revenue effect."
Kenneth Judd,CONF_161,"Question C: For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue."
Kenneth Judd,CONF_162,"Question A: Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books."
Kenneth Judd,CONF_163,"Question B: Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest."
Kenneth Judd,CONF_164,"Question C:
Even though the professors who select textbooks are different form the people who pay for them, the price of new edition college textbooks reflect classic forces of supply and demand."
Kenneth Judd,CONF_165,The recent decline in oil prices will promote higher real GDP in the US over the next couple of years.
Kenneth Judd,CONF_166,A US city hosting a big convention will enjoy a higher boost to incremental spending — holding the number of visitors and their average incomes fixed — if those visitors are auto dealers rather than economists.
Kenneth Judd,CONF_167,A typical country can increase its citizens’ welfare by enacting policies that would increase its trade surplus (or decrease its trade deficit).
Kenneth Judd,CONF_168,Question A: Lowering the effective marginal tax rate on US corporations’ repatriated profits for a year would boost US capital investment significantly.
Kenneth Judd,CONF_169,"Question B: Permanently lowering the effective marginal tax rate on US corporations’ repatriated profits, such as by moving to a territorial-based tax system, would boost US capital investment significantly."
Kenneth Judd,CONF_170,"Question A: By lowering bargaining costs, fast-track negotiating authority for the president makes it more likely that the U.S. can conclude major trade deals."
Kenneth Judd,CONF_171,Question B: Past major trade deals have benefited most Americans.
Kenneth Judd,CONF_172,Question A: Amazon has monopsony power in the market for books that is significantly reducing the supply of books.
Kenneth Judd,CONF_173,"Question B:
Amazon has sufficient monopsony power that regulatory intervention is likely to make consumers of books better off, taking into account implementation costs and the effect of intervention on incentives."
Kenneth Judd,CONF_174,The most powerful force pushing towards greater wealth inequality in the US since the 1970s is the gap between the after-tax return on capital and the economic growth rate.
Kenneth Judd,CONF_175,"Letting car services such as Uber or Lyft compete with taxi firms on equal footing regarding genuine safety and insurance requirements, but without restrictions on prices or routes, raises consumer welfare."
Kenneth Judd,CONF_176,"Although there are many issues for Scotland’s voters to consider, one consequence of separating from the rest of the UK would be greater macroeconomic instability for Scotland for many years."
Kenneth Judd,CONF_177,"Question A: Because the US has underspent on new projects, maintenance, or both, the federal government has an opportunity to increase average incomes by spending more on roads, railways, bridges and airports. (The experts panel previously voted on this question on May 23, 2013. Those earlier results can be found here.)"
Kenneth Judd,CONF_178,"Question B: Past experience of public spending and political economy suggests that if the government spent more on roads, railways, bridges and airports, many of the projects would have low or negative returns. (The experts panel previously voted on this question on May 23, 2013. Those earlier results can be found here.)"
Kenneth Judd,CONF_179,"Question A: By discounting pension liabilities at high interest rates under government accounting standards, many U.S. state and local governments understate their pension liabilities and the costs of providing pensions to public-sector workers. (The experts panel previously voted on this question on October 1, 2012. Those earlier results can be found here.)"
Kenneth Judd,CONF_180,"Question B: During the next two decades some U.S. states, unless they substantially increase taxes, cut spending, and/or change public-sector pensions, will require a combination of severe austerity budgets, a federal bailout, and/or default. (The experts panel previously voted on this question on October 1, 2012. Those earlier results can be found here.)"
Kenneth Judd,CONF_181,"New technology for fracking natural gas, by lowering energy costs in the United States, will make US industrial firms more cost competitive and thus significantly stimulate the growth of US merchandise exports. (The experts panel previously voted on this question on May 23, 2012. Those earlier results can be found here.)"
